reaction,lower bound,upper bound
3MOPte,-1000.0,1000.0
3MOX4HOXPGALDOX,0.0,4000.002000801212
3MOX4HOXPGALDOXy,0.0,3000.002000801212
3MOXTYROX,0.0,0.00648022223214797
3NTD7l,0.0,1000.0038974256055
3SALAASPm,-0.04112464849253106,0.04112464849253106
3SALACBOXL,0.0,0.005056138057433561
3SALAOX,0.0,1000.0
3SALATAi,0.0,0.04336872175693642
3SALATAim,0.0,1000.0
3SPYRSP,0.0,1000.0
3SPYRSPm,0.0,1000.0
41R1H2MAE12BOOX,0.0,0.00648022223214797
41R2A1H12BOOX,0.0,0.00648022223214797
42A12BOOX,0.0,2000.0065591574207
4ABUTtm,-1000.0,1000.0
4HBZCOAFm,0.0,1000.0
4HBZFm,0.0,1000.0
4HDEBRISOQUINEte,-1000.0,1000.0
4HGLSDm,-1000.0,1000.0
4HOXPACDOX,0.0,4000.002000801212
4HOXPACDOXy,0.0,4000.002000801212
4HPRO_LTte,-1000.0,1000.0
4HPROLTASCT1,0.0,1000.0
4MOPt2im,-1000.0,1000.0
4MOPte,-1000.0,1000.0
4MPTNLte,-1000.0,1000.0
4MPTNLtm,-1000.0,1000.0
4MTOLBUTAMIDEte,-1000.0,1000.0
4NPHSFte,-1000.0,1000.0
4NPHSULT,0.0,4000.0010393013217
4NPHte,-1000.0,1000.0
4OHPROIMINOtc,0.0,1000.0
4PYRDX,0.0,1000.0
5ADTSTSTERONEGLCte,0.0,0.03813334216739855
5ADTSTSTERONEGLCtr,-1000.0,1000.0
5ADTSTSTERONESte,-1000.0,1000.0
5ADTSTSTERONESULT,0.0,4000.0
5ADTSTSTERONEte,-1000.0,1000.0
5ADTSTSTERONEtr,-1000.0,1000.0
5AOPtm,-0.002911158556044153,0.002911158556044153
5FTHFt2,-0.01907851433706683,0.01907851433706683
5HLTDL,0.0,1000.0
5HOMEPRAZOLEte,-1000.0,1000.0
5HOXINDACTO2OX,0.0,3000.0003641848625
5HOXINDACTOX,-1000.0256117837702,1000.0256117837702
5HOXINOXDA,0.0,0.00648022223214797
5HTRPDOX,0.0,2000.0
5HTRPVESSEC,0.0,2000.0
5HXKYNDCL,0.0,1000.0
5HXKYNOXDA,0.0,0.00648022223214797
5MTAte,-1000.0,1000.0
5MTHFt,-1000.0,1000.0
5MTHFt2,-0.01907851433706683,0.01907851433706683
5OXPROt,-1000.0,1000.0
5THFtl,0.0,1000.0
5THFtm,0.0,1000.0
6DHFtl,0.0,1000.0
6DHFtm,0.0,1000.0
6HTSTSTERONEte,-1000.0,1000.0
6HTSTSTERONEtr,-1000.0,1000.0
6THFtl,0.0,1000.0
6THFtm,0.0,1000.0
7DHCHSTEROLtr,-1000.0,1000.0
7DHFtl,0.0,1000.0
7DHFtm,0.0,1000.0
7THFtl,0.0,1000.0
7THFtm,0.0,1000.0
A_MANASE,0.0,0.0868710987402495
A_MANASEly,0.0,0.03791266262031573
A4GALTg,0.0,1000.0
A4GNT1g,0.0,1000.0
A4GNT2g,0.0,1000.0
AACOAT,0.0,0.04699180263346855
AACTOOR,0.0,0.00655915742079362
AACTtm,0.0,1000.0
THP2CDH,-0.02113301206355772,0.02113301206355772
AASAD3,0.0,0.03251692039481391
AASAD3m,0.0,0.02113301206355772
AATAi,-0.000159619142603596,0.000159619142603596
ABO1g,0.0,1000.0
ABO2g,0.0,1000.0
ABO3g,0.0,1000.0
ABO4g,0.0,1000.0
ABO5g,0.0,1000.0
ABO6g,0.0,1000.0
ABO7g,0.0,1000.0
ABO8g,0.0,1000.0
ABO9g,0.0,1000.0
ABTArm,-1000.0,1000.0
ABTD,-1000.0,1000.0
ABTti,0.0,1000.0
ABUTD,0.0,2000.0219860658021
ABUTt2r,-0.009396974280505005,0.009396974280505005
ABUTt4_2_r,-4000.0,4000.0
ACACT10m,-0.03254308173723027,0.03254308173723027
ACACT1r,-0.10639335772518721,0.10639335772518721
ACACT1rm,-0.06470654749695592,0.06470654749695592
ACACT1x,0.0,0.03254308173723027
ACACt2,-3000.096693716066,3000.096693716066
ACACt2m,0.0,0.09658588991805937
ACACtx,-1000.0,1000.0
ACALDt,-1000.0,1000.0
ACALDtm,-1000.0,1000.0
ACALDtx,-1000.0,1000.0
ACCOAC,0.0,0.16197837607720222
ACCOACm,0.0,1000.0
ACCOAgt,-0.02309576294720477,0.02309576294720477
ACCOALm,0.0,1000.0000717858168
ACCOAtn,-1000.0,1000.0
ACCOAtr,-0.02309576294720477,0.02309576294720477
ACETONEt2,-1000.096693716066,1000.096693716066
ACETONEt2m,-0.09658588991805937,0.09658588991805937
ACGAGBSIDEtg,-1000.0,1000.0
ACGAGBSIDEtl,-1000.0,1000.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte,-1000.0,1000.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg,-1000.0,1000.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte,-1000.0,1000.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,-1000.0,1000.0
ACGALK,0.0,0.001762209300218532
ACGALK2,0.0,1000.0
ACGALtly,0.0,1000.0
ACGAM2E,-1000.0,1000.0
ACGAM6PSi,0.0,0.014187174204213919
ACGAMK,0.0,0.00499879921203552
ACGAMPM,-0.008045722845436804,0.008045722845436804
ACGAMtly,-1000.0,1000.0
ACGBGBSIDEtg,-1000.0,1000.0
ACGBGBSIDEtl,-1000.0,1000.0
ACGPID,0.0,0.0034693052346893394
ACGSm,0.0,1000.0
ACHEe,0.0,1000.0
ACHtn,-1000.0,1000.0
ACHVESSEC,0.0,1000.0
ACITL,0.0,1.2766378117172759
ACN13ACNGALGBSIDEte,-1000.0,1000.0
ACN13ACNGALGBSIDEtg,-1000.0,1000.0
ACN23ACNGALGBSIDEte,-1000.0,1000.0
ACN23ACNGALGBSIDEtg,-1000.0,1000.0
ACNACNGAL14ACGLCGALGLUSIDEte,-1000.0,1000.0
ACNACNGAL14ACGLCGALGLUSIDEtg,-1000.0,1000.0
ACNACNGALGBSIDEte,-1000.0,1000.0
ACNACNGALGBSIDEtg,-1000.0,1000.0
ACNAM9PL,0.0,0.030180340402034118
ACNAM9PL2,0.0,0.030180340402034118
ACNAMlt,-0.010470289855215626,0.010470289855215626
ACNAMPH,0.0,0.005160509552579639
ACNAMtn,0.0,1000.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEte,-1000.0,1000.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg,-1000.0,1000.0
ACNMLr,-0.00019951872089577592,0.00019951872089577592
ACOAD10m,0.0,0.02011813735773038
ACOAD1fm,0.0,0.02011813735773038
ACOAD8m,0.0,0.02019690899873388
ACOAD9m,0.0,1000.0107435255273
ACOAHi,0.0,1000.0
ACODA,0.0,0.01084664311312634
ACOX22x,0.0,1000.0
ACOX2x,0.0,1000.0
ACP1_FMN,0.0,0.01493635968439589
ACRNtm,0.0,0.026959423789046453
ACSm,0.0,7.178581675763568e-05
ACt2m,-0.09658588991805937,0.09658588991805937
ACt2r,-3000.096693716066,3000.096693716066
ACtg,-1000.0,1000.0
ACTLMO,0.0,1000.0
ACTNMO,0.0,1000.0
ACYP,0.0,2000.0
ADA,0.0,0.007754158878145506
ADAe,0.0,0.007754158878145506
ADCim,0.0,1000.0
ADEt,-0.5347504727480065,0.5347504727480065
ADEtl,-0.00530015322601189,0.00530015322601189
ADHAPtx,-1000.0,1000.0
ADK1,0.0,2000.0160225289455
ADK1m,0.0,1000.1968576332133
ADK3,0.0,0.00020900349889071943
ADK3m,0.0,0.046836093771724464
ADKd,0.0,0.015552184532197604
ADMDC,0.0,0.05918043591950148
ADNCYC,0.0,9000.085749000977
ADNK1,0.0,1000.0
ADNK1m,0.0,1000.0
ADNK3,0.0,1000.0
ADNK4,0.0,1000.0
ADNt,-0.5347504727480065,0.5347504727480065
ADNt4,0.0,2000.0
ADNt5,0.0,1000.0
ADNtl,-0.00530015322601189,0.00530015322601189
ADNtm,-0.5180646257332254,0.5180646257332254
ADPACDAc,0.0,1000.0
ADPACTD,-1000.0,1000.0
ADPCOACROT,-0.025345555780772494,0.025345555780772494
ADPCOAPTE,0.0,1000.0
ADPGK,0.0,0.011294163235037347
ADPGLC,0.0,0.025499048990246433
ADPMAN,0.0,0.025499048990246433
ADPRDP,0.0,0.028942281873817644
ADPRDPm,0.0,0.02184556559029758
ADPRIBt,0.0,1000.0
ADPT,0.0,0.022491375327710228
ADPtx,-0.014334357590129194,0.014334357590129194
ADRNCOAtx,-1000.0,1000.0
ADRNCPT1,-0.019377224427236953,0.019377224427236953
ADRNCPT2,0.0,0.021233329615799604
ADRNCRNt,0.0,0.026959423789046453
ADRNLPVESSEC,0.0,2000.0
ADRNt,-1000.0,1000.0
ADSK,0.0,1000.0244499427583
ADSKn,0.0,1000.0244499427583
ADSL1,0.0,1000.0
ADSL2,0.0,1000.0
ADSS,0.0,2000.0
AFLATOXINte,-1000.0,1000.0
AG13T10g,0.0,5000.04109981164
AG13T11g,0.0,5000.04109981164
AG13T12g,0.0,5000.04109981164
AG13T13g,0.0,5000.04109981164
AG13T14g,0.0,5000.04109981164
AG13T15g,0.0,5000.04109981164
AG13T16g,0.0,5000.04109981164
AG13T17g,0.0,5000.04109981164
AG13T18g,0.0,5000.04109981164
AG13T1g,0.0,5000.04109981164
AG13T2g,0.0,5000.04109981164
AG13T3g,0.0,5000.04109981164
AG13T4g,0.0,5000.04109981164
AG13T5g,0.0,5000.04109981164
AG13T6g,0.0,5000.04109981164
AG13T7g,0.0,5000.04109981164
AG13T8g,0.0,5000.04109981164
AG13T9g,0.0,5000.04109981164
AGDC,0.0,0.029824962698577963
AGLPC,0.0,0.01466723090902453
AGLPED,0.0,1000.0
AGLPET,-0.01466723090902453,0.01466723090902453
AGLPH,0.0,1000.0
AGLPR,0.0,1000.0
AGLPT,0.0,0.021055817179563768
AGMTm,0.0,1000.0
AGPAT1,0.0,0.1814931157283622
AGPAT1m,0.0,0.009073219921493013
AGPex,-1000.0,1000.0
AGPRim,0.0,0.0017016727617705809
AGPSx,0.0,0.027703627365478538
AGTim,0.0,2000.0
AGTix,0.0,1000.0
AGXT2L2,0.0,0.0015945486307557912
AHANDROSTANGLCte,0.0,0.03813334216739855
AHANDROSTANGLCtr,-1000.0,1000.0
AHC,-0.22946948907002002,0.22946948907002002
AHCYStd,-1000.0,1000.0
AHCYSte,-1000.0,1000.0
AHCYStn,-1000.0,1000.0
AHCYStr,-1000.0,1000.0
AHEXASE2ly,0.0,4000.0178234648324
AHEXASEly,0.0,4000.0178234648324
AICART,-0.1519074783967119,0.1519074783967119
AICARte,-1000.0,1000.0
AIRCr,-1000.0,1000.0
AK2LGCHOLt,-1000.0,1000.0
AKGMALtm,-0.03414464370748433,0.03414464370748433
AKGt4_3,-1000.0,1000.0
AKGtp,-1000.0,1000.0
AKR1C1,0.0,1000.0
AKR1C41,0.0,1000.0
AKR1C42,0.0,1000.0
AKR1D,0.0,0.00020457986469201044
AKR1D2,0.0,0.00020457986469201044
ALA_DTDe,0.0,1000.0
ALAALACNc,0.0,1000.038993500562
ALAALAPEPT1tc,0.0,1000.0
ALAASNNaEx,0.0,0.11096457224611833
ALAATB0tc,0.0,1000.0
ALACYSNaEx,0.0,1000.1109645722461
ALADGLNexR,-1000.0,1000.0
ALADGLYexR,-1000.0,1000.0
ALAGLNexR,-1000.0,1000.0
ALAGLNNaEx,0.0,0.11096457224611833
ALAGLYexR,-1000.0,1000.0
ALASERNaEx,0.0,1000.1109645722461
ALASm,0.0,1000.016673017693
ALAt2r,-0.009396974280505005,0.009396974280505005
ALAt2rL,-0.009396974280505005,0.009396974280505005
ALAt4,0.0,5000.144102913815
ALATA_L,-0.0002799607412852928,0.0002799607412852928
ALATHRNaEx,0.0,1000.1109645722461
ALAtN1,-2000.0,2000.0
ALAyLATthc,0.0,0.019421790254922223
ALCD1,-5000.119022613945,5000.119022613945
ALCD21_D,0.0,5000.119022613945
ALCD21_L,0.0,5000.119022613945
ALCD22_D,0.0,5000.119022613945
ALCD22_L,0.0,5000.119022613945
ALCD2if,0.0,5000.0
ALCD2yf,0.0,0.27552793072513426
ALDD19x,-8000.049598650786,8000.049598650786
ALDD19y,0.0,4000.0064795729186
ALDD20x,0.0,7000.049598650786
ALDD20xm,0.0,1000.0781998689923
ALDD21,0.0,0.004478771706685758
ALDD2x,0.0,7000.049598650786
ALDD2xm,0.0,1000.0781998689923
ALDD2y,0.0,4000.02775098983
ALDSTRNte,-1000.0,1000.0
ALDSTRNtm,-1000.0,1000.0
ALKP,0.0,4000.000037202615
ALOX12,0.0,1000.0
ALOX12R,0.0,5.842799962873624e-05
ALOX15,0.0,2000.0
ALOX5,0.0,2.9877059719216235e-05
ALOX52,0.0,2.9877059719216235e-05
ALR,0.0,0.1221457430499024
ALR2,0.0,0.4718309272817711
ALR3,0.0,0.4718309272817711
AM6SAD,-1000.0,1000.0
AMACR2p,0.0,1000.0
AMACRp,0.0,0.02396594614051228
AMANK,0.0,0.01089377780464787
AMCOXO,0.0,1000.0
AMETr,-1000.0,1000.0
AMETt2m,-0.005180574016460041,0.005180574016460041
AMETtd,-1000.0,1000.0
AMETtn,-1000.0,1000.0
AMPDA,0.0,1000.0892708180982
AMPTASECG,0.0,1000.0
AMPTASECGe,0.0,1000.0
AMPtp,-0.014334357590129194,0.014334357590129194
AMPtr,-1000.0,1000.0
AMY1e,0.0,1000.0004929855102
AMY2e,0.0,1000.0004929855102
ANDRSTRNGLCte,0.0,0.03813334216739855
ANDRSTRNGLCtr,-1000.0,1000.0
ANDRSTRNte,-1000.0,1000.0
ANDRSTRNtr,-1000.0,1000.0
ANTHte,-1000.0,1000.0
ANTIPYRENEte,-1000.0,1000.0
AOBUTDsm,0.0,1000.0
AP4AH1,0.0,0.0064971944820610425
APAT2rm,-1000.0,1000.0
APNNOXte,-1000.0,1000.0
APOC_LYS_BTNP,0.0,1000.0
APOC_LYS_BTNPm,0.0,1000.0
APOCF,0.0,1000.0
APOCFm,0.0,1000.0
APPNNte,-1000.0,1000.0
APRGSTRNte,-1000.0,1000.0
APRTO2,0.0,0.00648022223214797
AQCOBALt,0.0,1000.0
ARAB_Lt,-1000.0,1000.0
ARABR,0.0,2000.1242929728683
ARACHCOAtcx,0.0,1000.0
ARACHCPT1,-0.019377224427236953,0.019377224427236953
ARACHCPT2,0.0,0.021233329615799604
ARACHCRNt,0.0,0.026959423789046453
ARACHDCOAtcx,0.0,1000.0
ARACHDt2,-1000.0,1000.0
ARACHDtr,-1000.0,1000.0
ARACHFATPc,0.0,2000.0040991871522
ARACHt,-1000.0,1000.0
ARD1_cho,0.0,1000.0
ARGATB0tc,0.0,1000.0
ARGDCm,0.0,1000.0
ARGLYSex,0.0,0.014624256676185913
ARGN,0.0,1000.0
ARGNm,0.0,1000.0
ARGSL,0.0,1000.0
ARGSS,0.0,1000.0
ARGt4,0.0,1000.0
ARGt5r,-1000.0523959258686,1000.0523959258686
ARGtm,-1000.0027368167174,1000.0027368167174
ARS_cho,0.0,0.017229206482901476
ARSA,0.0,0.028224445666432108
ASAH1,0.0,2000.0386697682693
ASCBOX,0.0,1000.0
ASCBt,-1000.0,1000.0
ASCBt4,-1000.0,1000.0
ASCBt5,-1000.0249655971227,1000.0249655971227
Asn_X_Ser/Thrtr,-1000.0,1000.0
ASNALANaEx,0.0,0.11096457224611833
ASNATB0tc,0.0,1000.0
ASNCYSNaEx,0.0,0.11096457224611833
ASNGLNNaEx,0.0,0.11096457224611833
ASNN,0.0,1000.0
ASNNm,0.0,1000.0
ASNPHELAT2tc,-1000.0,1000.0
ASNS1,0.0,0.06535859278057009
ASNSERNaEx,0.0,0.11096457224611833
ASNt4,0.0,5000.122527015341
ASNTHRNaEx,0.0,1000.1109645722461
ASNtm,0.0,1000.0
ASNtN1,-2000.0,2000.0
ASP1DC,0.0,1000.0004278153176
ASPCTr,-0.3055472303385251,0.3055472303385251
ASPDt6,0.0,2000.0175662959095
ASPDTDe,-1000.0,1000.0
ASPDxt,-1000.0,1000.0
ASPGLUm,-0.04112464849253106,0.04112464849253106
ASPNATm,0.0,1000.0
ASPOX,0.0,2000.0
ASPPROASCT1,0.0,1000.0
ASPt6,0.0,2000.0175662959095
ASPTA,-1000.0433687217569,1000.0433687217569
ASPTAm,-1000.0,1000.0
ASPte,-1000.0,1000.0
ATP1ter,-1000.0,1000.0
ATP2ter,-1000.0,1000.0
ATPasel,0.0,0.04271304212013085
ATPH1e,0.0,4000.0000777765263
ATPH2e,0.0,4000.0000777765263
ATPS4m,0.0,0.0019910759973430937
ATPtm,0.0,4000.230815946369
ATPtn,-1000.0,1000.0
ATPtx,-1000.0,1000.0
AVITE1t,0.0,0.03279755145310182
B_MANNASEly,0.0,2000.0
B3GALT3g,0.0,0.006394649683062432
B3GALT41g,0.0,0.006944909210878842
B3GALT42g,0.0,0.006944909210878842
B3GALT43g,0.0,0.006944909210878842
B3GALT44g,0.0,0.006944909210878842
B3GALT5g,0.0,1000.0
B3GALTg,0.0,1000.0002861501795
B3GNT11g,0.0,0.011774918964025976
B3GNT12g,0.0,0.011774918964025976
B3GNT310g,0.0,1000.031368870383
B3GNT311g,0.0,0.006944909210878842
B3GNT312g,0.0,1000.0242349731926
B3GNT313g,0.0,0.006944909210878842
B3GNT314g,0.0,2000.0002861501794
B3GNT315g,0.0,2000.0002861501794
B3GNT34g,0.0,3000.0
B3GNT35g,0.0,1000.031368870383
B3GNT37g,0.0,0.006944909210878842
B3GNT38g,0.0,1000.0
B3GNT39g,0.0,1000.0
B3GNT51g,0.0,1000.0
CCGTx,0.0,1000.0
CCTTx,0.0,1000.0
DCCGTx,0.0,1000.0
DCCTTx,0.0,1000.0
BACCL,0.0,0.020920783873493855
BACCLm,0.0,0.020920783873493855
BALABETAtc,0.0,0.08908056244947281
BALAPAT1tc,0.0,1000.0
BALAtmr,-1000.0,1000.0
BALAVECSEC,0.0,1000.0
BAMPPALDOX,0.0,1000.0468832006818
BBHOX,0.0,4.090753594125204e-06
BCDO,0.0,1000.0058539997324
BCRNe,0.0,1000.0
BDG2HCGHD,0.0,1000.0
BDHm,-1000.0122138194937,1000.0122138194937
BDMT,0.0,1000.0
BETALDHx,-0.04240442897512431,0.04240442897512431
BETALDHxm,0.0,0.02113301206355772
BHBt,-1000.0,1000.0
BHBtm,-1000.0,1000.0
BHMT,0.0,2000.0
BILDGLCURt,-1000.0,1000.0
BILDGLCURte,0.0,1000.0381333421674
BILDGLCURtr,-1000.0,1000.0
BILGLCURt,-1000.0,1000.0
BILGLCURte,0.0,1000.0381333421674
BILIRED,0.0,0.04801410108032683
BILIRED2,0.0,0.04801410108032683
BILIRUBt2,-1000.0,1000.0
BILIRUBtr,-1000.0,1000.0
BIOCYTtn,-1000.0,1000.0
BMTer,0.0,0.01865986643023743
BPNT,0.0,0.004336564823355909
BPNT2,0.0,0.004336564823355909
BTND1,0.0,0.0032044667207989557
BTND1n,0.0,0.0032044667207989557
BTNDe,0.0,0.0032044667207989557
BTNDm,0.0,0.0032044667207989557
BTNPL,0.0,0.020920783873493855
BTNPLm,0.0,0.020920783873493855
BTNt2,-0.09658588991805937,0.09658588991805937
BTNt2m,-0.09658588991805937,0.09658588991805937
BTNt3,-1000.0,1000.0
BTNt3i,0.0,0.011024451697346095
BTNTe,0.0,1000.0
BTNtn,-1000.0,1000.0
BUP2,0.0,0.011458453127452042
BUTt2m,-0.09658588991805937,0.09658588991805937
BUTt2r,-0.09658588991805937,0.09658588991805937
BZt,-1000.0,1000.0
BZtr,-1000.0,1000.0
C10DCc,-0.019377224427236953,0.019377224427236953
C10DCCACT,-0.026959423789046453,0.026959423789046453
C10DCe,0.0,1000.0
C10OHc,-0.019377224427236953,0.019377224427236953
C12OHc,-0.019377224427236953,0.019377224427236953
C14OHc,-0.019377224427236953,0.019377224427236953
C14STRr,-0.0006761776346923875,0.0006761776346923875
C160CPT1,-0.019377224427236953,0.019377224427236953
C160CPT2,0.0,0.021233329615799604
C160CRNt,0.0,0.026959423789046453
C161CPT1,-0.019377224427236953,0.019377224427236953
C161CPT12,-0.019377224427236953,0.019377224427236953
C161CPT2,0.0,0.021233329615799604
C161CPT22,0.0,0.021233329615799604
C161CRN2t,0.0,0.026959423789046453
C161CRNt,0.0,0.026959423789046453
PMTCOAtxc,0.0,0.004508568862781635
C180CPT1,-0.019377224427236953,0.019377224427236953
C180CPT2,0.0,0.021233329615799604
C180CRNt,0.0,0.026959423789046453
C181CPT1,-0.019377224427236953,0.019377224427236953
C181CPT2,0.0,0.021233329615799604
C181CRNt,0.0,0.026959423789046453
C204CPT1,-0.019377224427236953,0.019377224427236953
C204CPT2,0.0,0.021233329615799604
C204CRNt,0.0,0.026959423789046453
CRVNCOAtx,0.0,1000.0
C226CPT1,-0.019377224427236953,0.019377224427236953
C226CPT2,0.0,0.021233329615799604
C226CRNt,0.0,0.026959423789046453
C2tcx,-0.026959423789046453,0.026959423789046453
C30CPT1,-0.019377224427236953,0.019377224427236953
C3STDH1Pr,0.0,1000.065312515441
C3STDH1r,0.0,1000.065312515441
C3STKR2r,0.0,0.013032955268533139
C40CPT1,-0.019377224427236953,0.019377224427236953
C4CRNCPT2,0.0,0.021233329615799604
C4CRNe,0.0,1000.0
C4DCCACT,-0.026959423789046453,0.026959423789046453
C4DCe,0.0,1000.0
C4OHc,-0.019377224427236953,0.019377224427236953
C4STMO1r,0.0,0.17193668186958305
C4STMO2Pr,0.0,0.06531251544099559
C4STMO2r,0.0,0.23724919731057864
C4tmc,0.0,0.026959423789046453
C50CPT1,-0.019377224427236953,0.019377224427236953
C51CPT1,-0.019377224427236953,0.019377224427236953
C6DCc,-0.019377224427236953,0.019377224427236953
C6DCCACT,-0.026959423789046453,0.026959423789046453
C6DCe,0.0,1000.0
C80CPT1,-0.019377224427236953,0.019377224427236953
C81_5ZCPT2m,0.0,0.021233329615799604
C81_5ZCPTx,0.0,0.04040400303233835
C81CRNtm,0.0,0.026959423789046453
C81CRNtx,0.0,1000.0
C8CRNe,0.0,1000.0
C8CRNt,0.0,0.026959423789046453
C8DCc,-0.019377224427236953,0.019377224427236953
C8DCe,0.0,1000.0
C9BRxtc,0.0,0.026959423789046453
CAATPaser,0.0,1000.0
CAATPS,0.0,2000.0573009933992
CACNAO,0.0,6.448810845511324e-05
CACNAO2,0.0,6.448810845511324e-05
CAMPt,0.0,1000.0932977227868
CARhPTtc,0.0,1000.0
CARNS1,0.0,1000.0
CAROtr,-1000.0,1000.0
CARPEPT1tc,0.0,1000.0
CARVEOLte,-1000.0,1000.0
CAT,0.0,0.06827794471356452
CAT2p,0.0,0.06827794471356452
CAt7r,-3000.0,3000.0
CATm,0.0,0.06827794471356452
CATp,0.0,0.06827794471356452
CBASPte,-1000.0,1000.0
CBL2OR,0.0,1000.0
CBL2tm,0.0,0.004579337837459661
CBL1tm,0.0,0.004579337837459661
ADOCBLtm,0.0,0.004579337837459661
CBLATm,0.0,0.018526264182160967
CBLTDe,-1000.0,1000.0
CBPPer,0.0,2000.0196881452978
CBPS,0.0,0.3055472303385251
CBPSam,0.0,1000.0
CBPter,-1000.0,1000.0
CBR1,0.0,5000.010883440746
CBR2,0.0,5000.010883440746
CCA_D3t,0.0,1000.0
CCA_D3tm,0.0,1000.0
CDIPTr,-0.018365155684852006,0.018365155684852006
CDPDAGtm,-1000.0,1000.0
CDS,0.0,0.026259346684252446
CDSm,0.0,0.02122085033723996
CEPTC,0.0,0.024978401061976255
CEPTE,0.0,1000.014667230909
CERK,0.0,0.024980726485899583
CERT1gt,-0.006576324204276752,0.006576324204276752
CERT1rt,-0.006576324204276752,0.006576324204276752
CERT2gt,-0.006576324204276752,0.006576324204276752
CERT2rt,-0.006576324204276752,0.006576324204276752
CGLYt3_2_,0.0,1000.0
CGMPt,0.0,1000.0932977227868
CH25H,0.0,1000.0
CHAT,-1000.0,1000.0
CHATn,-1000.0,1000.0
CHLP,0.0,0.004915968391383522
CHLPCTD,0.0,1000.0017679541141
CHLtm,-0.049727074145213,0.049727074145213
CHOLATEt,-3000.0,3000.0
CHOLATEt2,0.0,4000.006255497457
CHOLATEt3,0.0,1000.0088372812936
CHOLD2m,0.0,1000.0
CHOLESACATc,0.0,2000.0
CHOLESTle,0.0,1000.0
CHOLESTTDe,-1000.0,1000.0
CHOLK,0.0,0.006219264449136529
CHOLPtg,-1000.0,1000.0
CHOLPtl,-1000.0,1000.0
CHOLt4,-1000.0,1000.0
CHOLtg,-1000.0,1000.0
CHOLtn,-1000.0,1000.0
