reaction,lower bound,upper bound
3MOPte,-1000.0,1000.0
3MOX4HOXPGALDOX,0.0,4000.002082202259
3MOX4HOXPGALDOXy,0.0,3000.002082202259
3MOXTYROX,0.0,0.007104651339765175
3NTD7l,0.0,1000.0037054205807
3SALAASPm,-0.04029343676480806,0.04029343676480806
3SALACBOXL,0.0,0.003482357065042546
3SALAOX,0.0,1000.0
3SALATAi,0.0,0.040278283176794605
3SALATAim,0.0,1000.0
3SPYRSP,0.0,1000.0
3SPYRSPm,0.0,1000.0
41R1H2MAE12BOOX,0.0,0.007104651339765175
41R2A1H12BOOX,0.0,0.007104651339765175
42A12BOOX,0.0,2000.0071840035814
4ABUTtm,-1000.0,1000.0
4HBZCOAFm,0.0,1000.0
4HBZFm,0.0,1000.0
4HDEBRISOQUINEte,-1000.0,1000.0
4HGLSDm,-1000.0,1000.0
4HOXPACDOX,0.0,4000.002082202259
4HOXPACDOXy,0.0,4000.002082202259
4HPRO_LTte,-1000.0,1000.0
4HPROLTASCT1,0.0,1000.0
4MOPt2im,-1000.0,1000.0
4MOPte,-1000.0,1000.0
4MPTNLte,-1000.0,1000.0
4MPTNLtm,-1000.0,1000.0
4MTOLBUTAMIDEte,-1000.0,1000.0
4NPHSFte,-1000.0,1000.0
4NPHSULT,0.0,4000.000955389137
4NPHte,-1000.0,1000.0
4OHPROIMINOtc,0.0,1000.0
4PYRDX,0.0,1000.0
5ADTSTSTERONEGLCte,0.0,0.0377369219989293
5ADTSTSTERONEGLCtr,-1000.0,1000.0
5ADTSTSTERONESte,-1000.0,1000.0
5ADTSTSTERONESULT,0.0,4000.0
5ADTSTSTERONEte,-1000.0,1000.0
5ADTSTSTERONEtr,-1000.0,1000.0
5AOPtm,-0.0025494168595518035,0.0025494168595518035
5FTHFt2,-0.012711919097933302,0.012711919097933302
5HLTDL,0.0,1000.0
5HOMEPRAZOLEte,-1000.0,1000.0
5HOXINDACTO2OX,0.0,3000.0003168967737
5HOXINDACTOX,-1000.0228457691975,1000.0228457691975
5HOXINOXDA,0.0,0.007104651339765175
5HTRPDOX,0.0,2000.0
5HTRPVESSEC,0.0,2000.0
5HXKYNDCL,0.0,1000.0
5HXKYNOXDA,0.0,0.007104651339765175
5MTAte,-1000.0,1000.0
5MTHFt,-1000.0,1000.0
5MTHFt2,-0.012711919097933302,0.012711919097933302
5OXPROt,-1000.0,1000.0
5THFtl,0.0,1000.0
5THFtm,0.0,1000.0
6DHFtl,0.0,1000.0
6DHFtm,0.0,1000.0
6HTSTSTERONEte,-1000.0,1000.0
6HTSTSTERONEtr,-1000.0,1000.0
6THFtl,0.0,1000.0
6THFtm,0.0,1000.0
7DHCHSTEROLtr,-1000.0,1000.0
7DHFtl,0.0,1000.0
7DHFtm,0.0,1000.0
7THFtl,0.0,1000.0
7THFtm,0.0,1000.0
A_MANASE,0.0,0.07662000917629279
A_MANASEly,0.0,0.03879398172548693
A4GALTg,0.0,1000.0
A4GNT1g,0.0,1000.0
A4GNT2g,0.0,1000.0
AACOAT,0.0,0.030564267566692505
AACTOOR,0.0,0.007184003581340932
AACTtm,0.0,1000.0
THP2CDH,-0.01800060056250333,0.01800060056250333
AASAD3,0.0,0.028569790333846115
AASAD3m,0.0,0.01800060056250333
AATAi,-0.00016859103887661162,0.00016859103887661162
ABO1g,0.0,1000.0
ABO2g,0.0,1000.0
ABO3g,0.0,1000.0
ABO4g,0.0,1000.0
ABO5g,0.0,1000.0
ABO6g,0.0,1000.0
ABO7g,0.0,1000.0
ABO8g,0.0,1000.0
ABO9g,0.0,1000.0
ABTArm,-1000.0,1000.0
ABTD,-1000.0,1000.0
ABTti,0.0,1000.0
ABUTD,0.0,2000.021681451487
ABUTt2r,-0.00932627777717076,0.00932627777717076
ABUTt4_2_r,-4000.0,4000.0
ACACT10m,-0.03289529836340245,0.03289529836340245
ACACT1r,-0.06450426803941854,0.06450426803941854
ACACT1rm,-0.06771390865059011,0.06771390865059011
ACACT1x,0.0,0.03289529836340245
ACACt2,-3000.0767280251252,3000.0767280251252
ACACt2m,0.0,0.0765167150273876
ACACtx,-1000.0,1000.0
ACALDt,-1000.0,1000.0
ACALDtm,-1000.0,1000.0
ACALDtx,-1000.0,1000.0
ACCOAC,0.0,0.15310905871995642
ACCOACm,0.0,1000.0
ACCOAgt,-0.022492254373951148,0.022492254373951148
ACCOALm,0.0,1000.0001032135639
ACCOAtn,-1000.0,1000.0
ACCOAtr,-0.022492254373951148,0.022492254373951148
ACETONEt2,-1000.076728025125,1000.076728025125
ACETONEt2m,-0.0765167150273876,0.0765167150273876
ACGAGBSIDEtg,-1000.0,1000.0
ACGAGBSIDEtl,-1000.0,1000.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte,-1000.0,1000.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg,-1000.0,1000.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte,-1000.0,1000.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,-1000.0,1000.0
ACGALK,0.0,0.0015610767699773959
ACGALK2,0.0,1000.0
ACGALtly,0.0,1000.0
ACGAM2E,-1000.0,1000.0
ACGAM6PSi,0.0,0.014481994621221588
ACGAMK,0.0,0.004427820972047286
ACGAMPM,-0.007998238588141063,0.007998238588141063
ACGAMtly,-1000.0,1000.0
ACGBGBSIDEtg,-1000.0,1000.0
ACGBGBSIDEtl,-1000.0,1000.0
ACGPID,0.0,0.0033537080615082516
ACGSm,0.0,1000.0
ACHEe,0.0,1000.0
ACHtn,-1000.0,1000.0
ACHVESSEC,0.0,1000.0
ACITL,0.0,0.8247015289588537
ACN13ACNGALGBSIDEte,-1000.0,1000.0
ACN13ACNGALGBSIDEtg,-1000.0,1000.0
ACN23ACNGALGBSIDEte,-1000.0,1000.0
ACN23ACNGALGBSIDEtg,-1000.0,1000.0
ACNACNGAL14ACGLCGALGLUSIDEte,-1000.0,1000.0
ACNACNGAL14ACGLCGALGLUSIDEtg,-1000.0,1000.0
ACNACNGALGBSIDEte,-1000.0,1000.0
ACNACNGALGBSIDEtg,-1000.0,1000.0
ACNAM9PL,0.0,0.028956121758037797
ACNAM9PL2,0.0,0.028956121758037797
ACNAMlt,-0.011560813910261578,0.011560813910261578
ACNAMPH,0.0,0.004495416709953906
ACNAMtn,0.0,1000.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEte,-1000.0,1000.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg,-1000.0,1000.0
ACNMLr,-0.00023444639717301857,0.00023444639717301857
ACOAD10m,0.0,0.018152104039648287
ACOAD1fm,0.0,0.018152104039648287
ACOAD8m,0.0,0.019899783365522814
ACOAD9m,0.0,1000.0088763632965
ACOAHi,0.0,1000.0
ACODA,0.0,0.008827015189040178
ACOX22x,0.0,1000.0
ACOX2x,0.0,1000.0
ACP1_FMN,0.0,0.012230075540406296
ACRNtm,0.0,0.02945068561701794
ACSm,0.0,0.00010321356392987682
ACt2m,-0.0765167150273876,0.0765167150273876
ACt2r,-3000.0767280251252,3000.0767280251252
ACtg,-1000.0,1000.0
ACTLMO,0.0,1000.0
ACTNMO,0.0,1000.0
ACYP,0.0,2000.0
ADA,0.0,0.006447527874270218
ADAe,0.0,0.006447527874270218
ADCim,0.0,1000.0
ADEt,-0.38408558892170946,0.38408558892170946
ADEtl,-0.004281978025092968,0.004281978025092968
ADHAPtx,-1000.0,1000.0
ADK1,0.0,2000.0161754184303
ADK1m,0.0,1000.1632979156
ADK3,0.0,0.00018019535657611983
ADK3m,0.0,0.045908881364967465
ADKd,0.0,0.01574375713144301
ADMDC,0.0,0.09852553137442494
ADNCYC,0.0,9000.078949280447
ADNK1,0.0,1000.0
ADNK1m,0.0,1000.0
ADNK3,0.0,1000.0
ADNK4,0.0,1000.0
ADNt,-0.38408558892170946,0.38408558892170946
ADNt4,0.0,2000.0
ADNt5,0.0,1000.0
ADNtl,-0.004281978025092968,0.004281978025092968
ADNtm,-0.3655447735652622,0.3655447735652622
ADPACDAc,0.0,1000.0
ADPACTD,-1000.0,1000.0
ADPCOACROT,-0.02619906150661858,0.02619906150661858
ADPCOAPTE,0.0,1000.0
ADPGK,0.0,0.011145804188170148
ADPGLC,0.0,0.02450314388231618
ADPMAN,0.0,0.02450314388231618
ADPRDP,0.0,0.028858209928512138
ADPRDPm,0.0,0.019096865704420096
ADPRIBt,0.0,1000.0
ADPT,0.0,0.018674134256847087
ADPtx,-0.01440707420557751,0.01440707420557751
ADRNCOAtx,-1000.0,1000.0
ADRNCPT1,-0.02202154663500713,0.02202154663500713
ADRNCPT2,0.0,0.017914378742638983
ADRNCRNt,0.0,0.02945068561701794
ADRNLPVESSEC,0.0,2000.0
ADRNt,-1000.0,1000.0
ADSK,0.0,1000.021042591352
ADSKn,0.0,1000.021042591352
ADSL1,0.0,1000.0
ADSL2,0.0,1000.0
ADSS,0.0,2000.0
AFLATOXINte,-1000.0,1000.0
AG13T10g,0.0,5000.042525276438
AG13T11g,0.0,5000.042525276438
AG13T12g,0.0,5000.042525276438
AG13T13g,0.0,5000.042525276438
AG13T14g,0.0,5000.042525276438
AG13T15g,0.0,5000.042525276438
AG13T16g,0.0,5000.042525276438
AG13T17g,0.0,5000.042525276438
AG13T18g,0.0,5000.042525276438
AG13T1g,0.0,5000.042525276438
AG13T2g,0.0,5000.042525276438
AG13T3g,0.0,5000.042525276438
AG13T4g,0.0,5000.042525276438
AG13T5g,0.0,5000.042525276438
AG13T6g,0.0,5000.042525276438
AG13T7g,0.0,5000.042525276438
AG13T8g,0.0,5000.042525276438
AG13T9g,0.0,5000.042525276438
AGDC,0.0,0.025635970655628403
AGLPC,0.0,0.012552710959157025
AGLPED,0.0,1000.0
AGLPET,-0.012552710959157025,0.012552710959157025
AGLPH,0.0,1000.0
AGLPR,0.0,1000.0
AGLPT,0.0,0.018837294616118532
AGMTm,0.0,1000.0
AGPAT1,0.0,0.16096853464232272
AGPAT1m,0.0,0.008563405316505242
AGPex,-1000.0,1000.0
AGPRim,0.0,0.0022086268600353637
AGPSx,0.0,0.024708832557854405
AGTim,0.0,2000.0
AGTix,0.0,1000.0
AGXT2L2,0.0,0.0019018208729787041
AHANDROSTANGLCte,0.0,0.0377369219989293
AHANDROSTANGLCtr,-1000.0,1000.0
AHC,-0.18278438235748257,0.18278438235748257
AHCYStd,-1000.0,1000.0
AHCYSte,-1000.0,1000.0
AHCYStn,-1000.0,1000.0
AHCYStr,-1000.0,1000.0
AHEXASE2ly,0.0,4000.0208611635026
AHEXASEly,0.0,4000.0208611635026
AICART,-0.12047909994845789,0.12047909994845789
AICARte,-1000.0,1000.0
AIRCr,-1000.0,1000.0
AK2LGCHOLt,-1000.0,1000.0
AKGMALtm,-0.028854340503117224,0.028854340503117224
AKGt4_3,-1000.0,1000.0
AKGtp,-1000.0,1000.0
AKR1C1,0.0,1000.0
AKR1C41,0.0,1000.0
AKR1C42,0.0,1000.0
AKR1D,0.0,0.00025200933365268353
AKR1D2,0.0,0.00025200933365268353
ALA_DTDe,0.0,1000.0
ALAALACNc,0.0,1000.0364963452257
ALAALAPEPT1tc,0.0,1000.0
ALAASNNaEx,0.0,0.09981644654445132
ALAATB0tc,0.0,1000.0
ALACYSNaEx,0.0,1000.0998164465444
ALADGLNexR,-1000.0,1000.0
ALADGLYexR,-1000.0,1000.0
ALAGLNexR,-1000.0,1000.0
ALAGLNNaEx,0.0,0.09981644654445132
ALAGLYexR,-1000.0,1000.0
ALASERNaEx,0.0,1000.0998164465444
ALASm,0.0,1000.0144495836757
ALAt2r,-0.00932627777717076,0.00932627777717076
ALAt2rL,-0.00932627777717076,0.00932627777717076
ALAt4,0.0,5000.128495308674
ALATA_L,-0.0003471906833944699,0.0003471906833944699
ALATHRNaEx,0.0,1000.0998164465444
ALAtN1,-2000.0,2000.0
ALAyLATthc,0.0,0.019013405726744998
ALCD1,-5000.085912093633,5000.085912093633
ALCD21_D,0.0,5000.085912093633
ALCD21_L,0.0,5000.085912093633
ALCD22_D,0.0,5000.085912093633
ALCD22_L,0.0,5000.085912093633
ALCD2if,0.0,5000.0
ALCD2yf,0.0,0.2551549482951669
ALDD19x,-8000.046609422944,8000.046609422944
ALDD19y,0.0,4000.006927370894
ALDD20x,0.0,7000.046609422943
ALDD20xm,0.0,1000.0629092351573
ALDD21,0.0,0.00484516863504575
ALDD2x,0.0,7000.046609422943
ALDD2xm,0.0,1000.0629092351573
ALDD2y,0.0,4000.027750064892
ALDSTRNte,-1000.0,1000.0
ALDSTRNtm,-1000.0,1000.0
ALKP,0.0,4000.0000756476084
ALOX12,0.0,1000.0
ALOX12R,0.0,8.038883370334818e-05
ALOX15,0.0,2000.0
ALOX5,0.0,0.00012980118352021226
ALOX52,0.0,0.00012980118352021226
ALR,0.0,0.11611029328312598
ALR2,0.0,0.4398878961452846
ALR3,0.0,0.4398878961452846
AM6SAD,-1000.0,1000.0
AMACR2p,0.0,1000.0
AMACRp,0.0,0.02033049095693754
AMANK,0.0,0.009720124083741209
AMCOXO,0.0,1000.0
AMETr,-1000.0,1000.0
AMETt2m,-0.004190912951651424,0.004190912951651424
AMETtd,-1000.0,1000.0
AMETtn,-1000.0,1000.0
AMPDA,0.0,1000.0769869663229
AMPTASECG,0.0,1000.0
AMPTASECGe,0.0,1000.0
AMPtp,-0.01440707420557751,0.01440707420557751
AMPtr,-1000.0,1000.0
AMY1e,0.0,1000.0002726171258
AMY2e,0.0,1000.0002726171258
ANDRSTRNGLCte,0.0,0.0377369219989293
ANDRSTRNGLCtr,-1000.0,1000.0
ANDRSTRNte,-1000.0,1000.0
ANDRSTRNtr,-1000.0,1000.0
ANTHte,-1000.0,1000.0
ANTIPYRENEte,-1000.0,1000.0
AOBUTDsm,0.0,1000.0
AP4AH1,0.0,0.0045843389202279055
APAT2rm,-1000.0,1000.0
APNNOXte,-1000.0,1000.0
APOC_LYS_BTNP,0.0,1000.0
APOC_LYS_BTNPm,0.0,1000.0
APOCF,0.0,1000.0
APOCFm,0.0,1000.0
APPNNte,-1000.0,1000.0
APRGSTRNte,-1000.0,1000.0
APRTO2,0.0,0.007104651339765175
AQCOBALt,0.0,1000.0
ARAB_Lt,-1000.0,1000.0
ARABR,0.0,2000.1176660096837
ARACHCOAtcx,0.0,1000.0
ARACHCPT1,-0.02202154663500713,0.02202154663500713
ARACHCPT2,0.0,0.017914378742638983
ARACHCRNt,0.0,0.02945068561701794
ARACHDCOAtcx,0.0,1000.0
ARACHDt2,-1000.0,1000.0
ARACHDtr,-1000.0,1000.0
ARACHFATPc,0.0,2000.004572018027
ARACHt,-1000.0,1000.0
ARD1_cho,0.0,1000.0
ARGATB0tc,0.0,1000.0
ARGDCm,0.0,1000.0
ARGLYSex,0.0,0.01284464796618433
ARGN,0.0,1000.0
ARGNm,0.0,1000.0
ARGSL,0.0,1000.0
ARGSS,0.0,1000.0
ARGt4,0.0,1000.0
ARGt5r,-1000.0505980940296,1000.0505980940296
ARGtm,-1000.0021446965862,1000.0021446965862
ARS_cho,0.0,0.014097608080986146
ARSA,0.0,0.029631178059937396
ASAH1,0.0,2000.0450965493326
ASCBOX,0.0,1000.0
ASCBt,-1000.0,1000.0
ASCBt4,-1000.0,1000.0
ASCBt5,-1000.0258059934067,1000.0258059934067
Asn_X_Ser/Thrtr,-1000.0,1000.0
ASNALANaEx,0.0,0.09981644654445132
ASNATB0tc,0.0,1000.0
ASNCYSNaEx,0.0,0.09981644654445132
ASNGLNNaEx,0.0,0.09981644654445132
ASNN,0.0,1000.0
ASNNm,0.0,1000.0
ASNPHELAT2tc,-1000.0,1000.0
ASNS1,0.0,0.05851368837168713
ASNSERNaEx,0.0,0.09981644654445132
ASNt4,0.0,5000.109299820007
ASNTHRNaEx,0.0,1000.0998164465444
ASNtm,0.0,1000.0
ASNtN1,-2000.0,2000.0
ASP1DC,0.0,1000.0004033970082
ASPCTr,-0.24265460093256497,0.24265460093256497
ASPDt6,0.0,2000.0174907713952
ASPDTDe,-1000.0,1000.0
ASPDxt,-1000.0,1000.0
ASPGLUm,-0.04029343676480806,0.04029343676480806
ASPNATm,0.0,1000.0
ASPOX,0.0,2000.0
ASPPROASCT1,0.0,1000.0
ASPt6,0.0,2000.0174907713952
ASPTA,-1000.0402782831768,1000.0402782831768
ASPTAm,-1000.0,1000.0
ASPte,-1000.0,1000.0
ATP1ter,-1000.0,1000.0
ATP2ter,-1000.0,1000.0
ATPasel,0.0,0.041443103979225446
ATPH1e,0.0,4000.0001850659664
ATPH2e,0.0,4000.0001850659664
ATPS4m,0.0,0.0018147350141647252
ATPtm,0.0,4000.1672769443344
ATPtn,-1000.0,1000.0
ATPtx,-1000.0,1000.0
AVITE1t,0.0,0.03172809044393717
B_MANNASEly,0.0,2000.0
B3GALT3g,0.0,0.005682325437527919
B3GALT41g,0.0,0.005517720718756972
B3GALT42g,0.0,0.005517720718756972
B3GALT43g,0.0,0.005517720718756972
B3GALT44g,0.0,0.005517720718756972
B3GALT5g,0.0,1000.0
B3GALTg,0.0,1000.0004075123738
B3GNT11g,0.0,0.013807534015120896
B3GNT12g,0.0,0.013807534015120896
B3GNT310g,0.0,1000.0281860550073
B3GNT311g,0.0,0.005517720718756972
B3GNT312g,0.0,1000.0231993071658
B3GNT313g,0.0,0.005517720718756972
B3GNT314g,0.0,2000.0004075123738
B3GNT315g,0.0,2000.0004075123738
B3GNT34g,0.0,3000.0
B3GNT35g,0.0,1000.0281860550073
B3GNT37g,0.0,0.005517720718756972
B3GNT38g,0.0,1000.0
B3GNT39g,0.0,1000.0
B3GNT51g,0.0,1000.0
CCGTx,0.0,1000.0
CCTTx,0.0,1000.0
DCCGTx,0.0,1000.0
DCCTTx,0.0,1000.0
BACCL,0.0,0.01974882148843697
BACCLm,0.0,0.01974882148843697
BALABETAtc,0.0,0.06129574277141412
BALAPAT1tc,0.0,1000.0
BALAtmr,-1000.0,1000.0
BALAVECSEC,0.0,1000.0
BAMPPALDOX,0.0,1000.0436684631954
BBHOX,0.0,4.5650365182701703e-05
BCDO,0.0,1000.0062625104947
BCRNe,0.0,1000.0
BDG2HCGHD,0.0,1000.0
BDHm,-1000.0105456906782,1000.0105456906782
BDMT,0.0,1000.0
BETALDHx,-0.038823294560431626,0.038823294560431626
BETALDHxm,0.0,0.01800060056250333
BHBt,-1000.0,1000.0
BHBtm,-1000.0,1000.0
BHMT,0.0,2000.0
BILDGLCURt,-1000.0,1000.0
BILDGLCURte,0.0,1000.0377369219989
BILDGLCURtr,-1000.0,1000.0
BILGLCURt,-1000.0,1000.0
BILGLCURte,0.0,1000.0377369219989
BILIRED,0.0,0.03827787676127206
BILIRED2,0.0,0.03827787676127206
BILIRUBt2,-1000.0,1000.0
BILIRUBtr,-1000.0,1000.0
BIOCYTtn,-1000.0,1000.0
BMTer,0.0,0.018242662665723528
BPNT,0.0,0.005146422579226615
BPNT2,0.0,0.005146422579226615
BTND1,0.0,0.002922806166443429
BTND1n,0.0,0.002922806166443429
BTNDe,0.0,0.002922806166443429
BTNDm,0.0,0.002922806166443429
BTNPL,0.0,0.01974882148843697
BTNPLm,0.0,0.01974882148843697
BTNt2,-0.0765167150273876,0.0765167150273876
BTNt2m,-0.0765167150273876,0.0765167150273876
BTNt3,-1000.0,1000.0
BTNt3i,0.0,0.011500463674701143
BTNTe,0.0,1000.0
BTNtn,-1000.0,1000.0
BUP2,0.0,0.008371734371896948
BUTt2m,-0.0765167150273876,0.0765167150273876
BUTt2r,-0.0765167150273876,0.0765167150273876
BZt,-1000.0,1000.0
BZtr,-1000.0,1000.0
C10DCc,-0.02202154663500713,0.02202154663500713
C10DCCACT,-0.02945068561701794,0.02945068561701794
C10DCe,0.0,1000.0
C10OHc,-0.02202154663500713,0.02202154663500713
C12OHc,-0.02202154663500713,0.02202154663500713
C14OHc,-0.02202154663500713,0.02202154663500713
C14STRr,-0.0009191323759190812,0.0009191323759190812
C160CPT1,-0.02202154663500713,0.02202154663500713
C160CPT2,0.0,0.017914378742638983
C160CRNt,0.0,0.02945068561701794
C161CPT1,-0.02202154663500713,0.02202154663500713
C161CPT12,-0.02202154663500713,0.02202154663500713
C161CPT2,0.0,0.017914378742638983
C161CPT22,0.0,0.017914378742638983
C161CRN2t,0.0,0.02945068561701794
C161CRNt,0.0,0.02945068561701794
PMTCOAtxc,0.0,0.003856061278790733
C180CPT1,-0.02202154663500713,0.02202154663500713
C180CPT2,0.0,0.017914378742638983
C180CRNt,0.0,0.02945068561701794
C181CPT1,-0.02202154663500713,0.02202154663500713
C181CPT2,0.0,0.017914378742638983
C181CRNt,0.0,0.02945068561701794
C204CPT1,-0.02202154663500713,0.02202154663500713
C204CPT2,0.0,0.017914378742638983
C204CRNt,0.0,0.02945068561701794
CRVNCOAtx,0.0,1000.0
C226CPT1,-0.02202154663500713,0.02202154663500713
C226CPT2,0.0,0.017914378742638983
C226CRNt,0.0,0.02945068561701794
C2tcx,-0.02945068561701794,0.02945068561701794
C30CPT1,-0.02202154663500713,0.02202154663500713
C3STDH1Pr,0.0,1000.0434719666156
C3STDH1r,0.0,1000.0434719666156
C3STKR2r,0.0,0.009389077476152393
C40CPT1,-0.02202154663500713,0.02202154663500713
C4CRNCPT2,0.0,0.017914378742638983
C4CRNe,0.0,1000.0
C4DCCACT,-0.02945068561701794,0.02945068561701794
C4DCe,0.0,1000.0
C4OHc,-0.02202154663500713,0.02202154663500713
C4STMO1r,0.0,0.12735397701788798
C4STMO2Pr,0.0,0.043471966615548585
C4STMO2r,0.0,0.17082594363343656
C4tmc,0.0,0.02945068561701794
C50CPT1,-0.02202154663500713,0.02202154663500713
C51CPT1,-0.02202154663500713,0.02202154663500713
C6DCc,-0.02202154663500713,0.02202154663500713
C6DCCACT,-0.02945068561701794,0.02945068561701794
C6DCe,0.0,1000.0
C80CPT1,-0.02202154663500713,0.02202154663500713
C81_5ZCPT2m,0.0,0.017914378742638983
C81_5ZCPTx,0.0,0.04177235338096652
C81CRNtm,0.0,0.02945068561701794
C81CRNtx,0.0,1000.0
C8CRNe,0.0,1000.0
C8CRNt,0.0,0.02945068561701794
C8DCc,-0.02202154663500713,0.02202154663500713
C8DCe,0.0,1000.0
C9BRxtc,0.0,0.02945068561701794
CAATPaser,0.0,1000.0
CAATPS,0.0,2000.050176060751
CACNAO,0.0,6.586085479112083e-05
CACNAO2,0.0,6.586085479112083e-05
CAMPt,0.0,1000.0977786186315
CARhPTtc,0.0,1000.0
CARNS1,0.0,1000.0
CAROtr,-1000.0,1000.0
CARPEPT1tc,0.0,1000.0
CARVEOLte,-1000.0,1000.0
CAT,0.0,0.058469522458678834
CAT2p,0.0,0.058469522458678834
CAt7r,-3000.0,3000.0
CATm,0.0,0.058469522458678834
CATp,0.0,0.058469522458678834
CBASPte,-1000.0,1000.0
CBL2OR,0.0,1000.0
CBL2tm,0.0,0.00434163389453602
CBL1tm,0.0,0.00434163389453602
ADOCBLtm,0.0,0.00434163389453602
CBLATm,0.0,0.013233633806053288
CBLTDe,-1000.0,1000.0
CBPPer,0.0,2000.0182214982183
CBPS,0.0,0.24265460093256497
CBPSam,0.0,1000.0
CBPter,-1000.0,1000.0
CBR1,0.0,5000.008671425117
CBR2,0.0,5000.008671425117
CCA_D3t,0.0,1000.0
CCA_D3tm,0.0,1000.0
CDIPTr,-0.017667478231174105,0.017667478231174105
CDPDAGtm,-1000.0,1000.0
CDS,0.0,0.02891989220995667
CDSm,0.0,0.021748037729746112
CEPTC,0.0,0.02164207001162793
CEPTE,0.0,1000.0125527109592
CERK,0.0,0.02303160366605324
CERT1gt,-0.007557220167784255,0.007557220167784255
CERT1rt,-0.007557220167784255,0.007557220167784255
CERT2gt,-0.007557220167784255,0.007557220167784255
CERT2rt,-0.007557220167784255,0.007557220167784255
CGLYt3_2_,0.0,1000.0
CGMPt,0.0,1000.0977786186315
CH25H,0.0,1000.0
CHAT,-1000.0,1000.0
CHATn,-1000.0,1000.0
CHLP,0.0,0.004716203659366509
CHLPCTD,0.0,1000.0014705420235
CHLtm,-0.04811972957801749,0.04811972957801749
CHOLATEt,-3000.0,3000.0
CHOLATEt2,0.0,4000.005574893087
CHOLATEt3,0.0,1000.0074522290994
CHOLD2m,0.0,1000.0
CHOLESACATc,0.0,2000.0
CHOLESTle,0.0,1000.0
CHOLESTTDe,-1000.0,1000.0
CHOLK,0.0,0.005548160324638205
CHOLPtg,-1000.0,1000.0
CHOLPtl,-1000.0,1000.0
CHOLt4,-1000.0,1000.0
CHOLtg,-1000.0,1000.0
