reaction,lower bound,upper bound
3MOPte,-1000.0,1000.0
3MOX4HOXPGALDOX,0.0,4000.0027701006356
3MOX4HOXPGALDOXy,0.0,3000.0027701006356
3MOXTYROX,0.0,0.007008673221485661
3NTD7l,0.0,1000.0061018824016
3SALAASPm,-0.028046625644736575,0.028046625644736575
3SALACBOXL,0.0,0.0023970037079095938
3SALAOX,0.0,1000.0
3SALATAi,0.0,0.03363629710412277
3SALATAim,0.0,1000.0
3SPYRSP,0.0,1000.0
3SPYRSPm,0.0,1000.0
41R1H2MAE12BOOX,0.0,0.007008673221485661
41R2A1H12BOOX,0.0,0.007008673221485661
42A12BOOX,0.0,2000.0072304363969
4ABUTtm,-1000.0,1000.0
4HBZCOAFm,0.0,1000.0
4HBZFm,0.0,1000.0
4HDEBRISOQUINEte,-1000.0,1000.0
4HGLSDm,-1000.0,1000.0
4HOXPACDOX,0.0,4000.0027701006356
4HOXPACDOXy,0.0,4000.0027701006356
4HPRO_LTte,-1000.0,1000.0
4HPROLTASCT1,0.0,1000.0
4MOPt2im,-1000.0,1000.0
4MOPte,-1000.0,1000.0
4MPTNLte,-1000.0,1000.0
4MPTNLtm,-1000.0,1000.0
4MTOLBUTAMIDEte,-1000.0,1000.0
4NPHSFte,-1000.0,1000.0
4NPHSULT,0.0,4000.0008141244307
4NPHte,-1000.0,1000.0
4OHPROIMINOtc,0.0,1000.0
4PYRDX,0.0,1000.0
5ADTSTSTERONEGLCte,0.0,0.040909168874307324
5ADTSTSTERONEGLCtr,-1000.0,1000.0
5ADTSTSTERONESte,-1000.0,1000.0
5ADTSTSTERONESULT,0.0,4000.0
5ADTSTSTERONEte,-1000.0,1000.0
5ADTSTSTERONEtr,-1000.0,1000.0
5AOPtm,-0.002498552704997201,0.002498552704997201
5FTHFt2,-0.009021907560512967,0.009021907560512967
5HLTDL,0.0,1000.0
5HOMEPRAZOLEte,-1000.0,1000.0
5HOXINDACTO2OX,0.0,3000.0003278190875
5HOXINDACTOX,-1000.0206431333083,1000.0206431333083
5HOXINOXDA,0.0,0.007008673221485661
5HTRPDOX,0.0,2000.0
5HTRPVESSEC,0.0,2000.0
5HXKYNDCL,0.0,1000.0
5HXKYNOXDA,0.0,0.007008673221485661
5MTAte,-1000.0,1000.0
5MTHFt,-1000.0,1000.0
5MTHFt2,-0.009021907560512967,0.009021907560512967
5OXPROt,-1000.0,1000.0
5THFtl,0.0,1000.0
5THFtm,0.0,1000.0
6DHFtl,0.0,1000.0
6DHFtm,0.0,1000.0
6HTSTSTERONEte,-1000.0,1000.0
6HTSTSTERONEtr,-1000.0,1000.0
6THFtl,0.0,1000.0
6THFtm,0.0,1000.0
7DHCHSTEROLtr,-1000.0,1000.0
7DHFtl,0.0,1000.0
7DHFtm,0.0,1000.0
7THFtl,0.0,1000.0
7THFtm,0.0,1000.0
A_MANASE,0.0,0.06417202047697955
A_MANASEly,0.0,0.07221146171044039
A4GALTg,0.0,1000.0
A4GNT1g,0.0,1000.0
A4GNT2g,0.0,1000.0
AACOAT,0.0,0.00883082969872265
AACTOOR,0.0,0.007230436396945238
AACTtm,0.0,1000.0
THP2CDH,-0.015642491496788268,0.015642491496788268
AASAD3,0.0,0.025485997282415643
AASAD3m,0.0,0.015642491496788268
AATAi,-0.00021435274546438064,0.00021435274546438064
ABO1g,0.0,1000.0
ABO2g,0.0,1000.0
ABO3g,0.0,1000.0
ABO4g,0.0,1000.0
ABO5g,0.0,1000.0
ABO6g,0.0,1000.0
ABO7g,0.0,1000.0
ABO8g,0.0,1000.0
ABO9g,0.0,1000.0
ABTArm,-1000.0,1000.0
ABTD,-1000.0,1000.0
ABTti,0.0,1000.0
ABUTD,0.0,2000.0187814758954
ABUTt2r,-0.013152500378468933,0.013152500378468933
ABUTt4_2_r,-4000.0,4000.0
ACACT10m,-0.026559050047943344,0.026559050047943344
ACACT1r,-0.02868423639444782,0.02868423639444782
ACACT1rm,-0.06895572024712816,0.06895572024712816
ACACT1x,0.0,0.026559050047943344
ACACt2,-3000.0527678062763,3000.0527678062763
ACACt2m,0.0,0.05181387457021334
ACACtx,-1000.0,1000.0
ACALDt,-1000.0,1000.0
ACALDtm,-1000.0,1000.0
ACALDtx,-1000.0,1000.0
ACCOAC,0.0,0.10878683569429748
ACCOACm,0.0,1000.0
ACCOAgt,-0.02157152577803127,0.02157152577803127
ACCOALm,0.0,1000.0004328600538
ACCOAtn,-1000.0,1000.0
ACCOAtr,-0.02157152577803127,0.02157152577803127
ACETONEt2,-1000.0527678062763,1000.0527678062763
ACETONEt2m,-0.05181387457021334,0.05181387457021334
ACGAGBSIDEtg,-1000.0,1000.0
ACGAGBSIDEtl,-1000.0,1000.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte,-1000.0,1000.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg,-1000.0,1000.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte,-1000.0,1000.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,-1000.0,1000.0
ACGALK,0.0,0.0014404551044281762
ACGALK2,0.0,1000.0
ACGALtly,0.0,1000.0
ACGAM2E,-1000.0,1000.0
ACGAM6PSi,0.0,0.013702583724394127
ACGAMK,0.0,0.005600733696542406
ACGAMPM,-0.007980536773799007,0.007980536773799007
ACGAMtly,-1000.0,1000.0
ACGBGBSIDEtg,-1000.0,1000.0
ACGBGBSIDEtl,-1000.0,1000.0
ACGPID,0.0,0.0038907712238179094
ACGSm,0.0,1000.0
ACHEe,0.0,1000.0
ACHtn,-1000.0,1000.0
ACHVESSEC,0.0,1000.0
ACITL,0.0,0.32793106305700775
ACN13ACNGALGBSIDEte,-1000.0,1000.0
ACN13ACNGALGBSIDEtg,-1000.0,1000.0
ACN23ACNGALGBSIDEte,-1000.0,1000.0
ACN23ACNGALGBSIDEtg,-1000.0,1000.0
ACNACNGAL14ACGLCGALGLUSIDEte,-1000.0,1000.0
ACNACNGAL14ACGLCGALGLUSIDEtg,-1000.0,1000.0
ACNACNGALGBSIDEte,-1000.0,1000.0
ACNACNGALGBSIDEtg,-1000.0,1000.0
ACNAM9PL,0.0,0.01980748429635518
ACNAM9PL2,0.0,0.01980748429635518
ACNAMlt,-0.016503466908621405,0.016503466908621405
ACNAMPH,0.0,0.0031076004901498776
ACNAMtn,0.0,1000.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEte,-1000.0,1000.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg,-1000.0,1000.0
ACNMLr,-0.000570900602869825,0.000570900602869825
ACOAD10m,0.0,0.020187445400205874
ACOAD1fm,0.0,0.020187445400205874
ACOAD8m,0.0,0.01912316463813855
ACOAD9m,0.0,1000.009134022128
ACOAHi,0.0,1000.0
ACODA,0.0,0.006843777543268595
ACOX22x,0.0,1000.0
ACOX2x,0.0,1000.0
ACP1_FMN,0.0,0.009911892997464974
ACRNtm,0.0,0.040408169727696015
ACSm,0.0,0.00043286005380517383
ACt2m,-0.05181387457021334,0.05181387457021334
ACt2r,-3000.0527678062763,3000.0527678062763
ACtg,-1000.0,1000.0
ACTLMO,0.0,1000.0
ACTNMO,0.0,1000.0
ACYP,0.0,2000.0
ADA,0.0,0.004740107958095389
ADAe,0.0,0.004740107958095389
ADCim,0.0,1000.0
ADEt,-0.22574862482734104,0.22574862482734104
ADEtl,-0.002718409356765135,0.002718409356765135
ADHAPtx,-1000.0,1000.0
ADK1,0.0,2000.017456896427
ADK1m,0.0,1000.1377215108824
ADK3,0.0,0.0003722977932193235
ADK3m,0.0,0.052345230050027725
ADKd,0.0,0.016828405325457953
ADMDC,0.0,0.11165171470049291
ADNCYC,0.0,9000.067929028892
ADNK1,0.0,1000.0
ADNK1m,0.0,1000.0
ADNK3,0.0,1000.0
ADNK4,0.0,1000.0
ADNt,-0.22574862482734104,0.22574862482734104
ADNt4,0.0,2000.0
ADNt5,0.0,1000.0
ADNtl,-0.002718409356765135,0.002718409356765135
ADNtm,-0.20319036675473223,0.20319036675473223
ADPACDAc,0.0,1000.0
ADPACTD,-1000.0,1000.0
ADPCOACROT,-0.021968472981774553,0.021968472981774553
ADPCOAPTE,0.0,1000.0
ADPGK,0.0,0.015761139678491323
ADPGLC,0.0,0.01744951345956562
ADPMAN,0.0,0.01744951345956562
ADPRDP,0.0,0.022848390276738708
ADPRDPm,0.0,0.01613858021946243
ADPRIBt,0.0,1000.0
ADPT,0.0,0.018132609526034186
ADPtx,-0.014525869446397327,0.014525869446397327
ADRNCOAtx,-1000.0,1000.0
ADRNCPT1,-0.02913010450718832,0.02913010450718832
ADRNCPT2,0.0,0.013962256770023046
ADRNCRNt,0.0,0.040408169727696015
ADRNLPVESSEC,0.0,2000.0
ADRNt,-1000.0,1000.0
ADSK,0.0,1000.017347522057
ADSKn,0.0,1000.017347522057
ADSL1,0.0,1000.0
ADSL2,0.0,1000.0
ADSS,0.0,2000.0
AFLATOXINte,-1000.0,1000.0
AG13T10g,0.0,5000.044978880864
AG13T11g,0.0,5000.044978880864
AG13T12g,0.0,5000.044978880864
AG13T13g,0.0,5000.044978880864
AG13T14g,0.0,5000.044978880864
AG13T15g,0.0,5000.044978880864
AG13T16g,0.0,5000.044978880864
AG13T17g,0.0,5000.044978880864
AG13T18g,0.0,5000.044978880864
AG13T1g,0.0,5000.044978880864
AG13T2g,0.0,5000.044978880864
AG13T3g,0.0,5000.044978880864
AG13T4g,0.0,5000.044978880864
AG13T5g,0.0,5000.044978880864
AG13T6g,0.0,5000.044978880864
AG13T7g,0.0,5000.044978880864
AG13T8g,0.0,5000.044978880864
AG13T9g,0.0,5000.044978880864
AGDC,0.0,0.04215846538054931
AGLPC,0.0,0.011853977674390517
AGLPED,0.0,1000.0
AGLPET,-0.011853977674390517,0.011853977674390517
AGLPH,0.0,1000.0
AGLPR,0.0,1000.0
AGLPT,0.0,0.021207612955298872
AGMTm,0.0,1000.0
AGPAT1,0.0,0.13329105179255657
AGPAT1m,0.0,0.006940428406495921
AGPex,-1000.0,1000.0
AGPRim,0.0,0.0041388446813403
AGPSx,0.0,0.016054871070473865
AGTim,0.0,2000.0
AGTix,0.0,1000.0
AGXT2L2,0.0,0.0026861838815282605
AHANDROSTANGLCte,0.0,0.040909168874307324
AHANDROSTANGLCtr,-1000.0,1000.0
AHC,-0.12264600865536063,0.12264600865536063
AHCYStd,-1000.0,1000.0
AHCYSte,-1000.0,1000.0
AHCYStn,-1000.0,1000.0
AHCYStr,-1000.0,1000.0
AHEXASE2ly,0.0,4000.0548090243756
AHEXASEly,0.0,4000.0548090243756
AICART,-0.07555763561995939,0.07555763561995939
AICARte,-1000.0,1000.0
AIRCr,-1000.0,1000.0
AK2LGCHOLt,-1000.0,1000.0
AKGMALtm,-0.019373757556261344,0.019373757556261344
AKGt4_3,-1000.0,1000.0
AKGtp,-1000.0,1000.0
AKR1C1,0.0,1000.0
AKR1C41,0.0,1000.0
AKR1C42,0.0,1000.0
AKR1D,0.0,0.0005167968157197489
AKR1D2,0.0,0.0005167968157197489
ALA_DTDe,0.0,1000.0
ALAALACNc,0.0,1000.0509525963561
ALAALAPEPT1tc,0.0,1000.0
ALAASNNaEx,0.0,0.044671497466960225
ALAATB0tc,0.0,1000.0
ALACYSNaEx,0.0,1000.044671497467
ALADGLNexR,-1000.0,1000.0
ALADGLYexR,-1000.0,1000.0
ALAGLNexR,-1000.0,1000.0
ALAGLNNaEx,0.0,0.044671497466960225
ALAGLYexR,-1000.0,1000.0
ALASERNaEx,0.0,1000.044671497467
ALASm,0.0,1000.015180219513
ALAt2r,-0.013152500378468933,0.013152500378468933
ALAt2rL,-0.013152500378468933,0.013152500378468933
ALAt4,0.0,5000.102623996233
ALATA_L,-0.0003767825814778263,0.0003767825814778263
ALATHRNaEx,0.0,1000.044671497467
ALAtN1,-2000.0,2000.0
ALAyLATthc,0.0,0.017248693154994787
ALCD1,-5000.043553538641,5000.043553538641
ALCD21_D,0.0,5000.043553538641
ALCD21_L,0.0,5000.043553538641
ALCD22_D,0.0,5000.043553538641
ALCD22_L,0.0,5000.043553538641
ALCD2if,0.0,5000.0
ALCD2yf,0.0,0.21129574779719104
ALDD19x,-8000.042194709839,8000.042194709839
ALDD19y,0.0,4000.007770742447
ALDD20x,0.0,7000.042194709838
ALDD20xm,0.0,1000.0608011799013
ALDD21,0.0,0.005000641811600577
ALDD2x,0.0,7000.042194709838
ALDD2xm,0.0,1000.0608011799013
ALDD2y,0.0,4000.02533474451
ALDSTRNte,-1000.0,1000.0
ALDSTRNtm,-1000.0,1000.0
ALKP,0.0,4000.00116471423
ALOX12,0.0,1000.0
ALOX12R,0.0,0.00010807500870378754
ALOX15,0.0,2000.0
ALOX5,0.0,0.0010443266366621
ALOX52,0.0,0.0010443266366621
ALR,0.0,0.0809641185656428
ALR2,0.0,0.3533057248302618
ALR3,0.0,0.3533057248302618
AM6SAD,-1000.0,1000.0
AMACR2p,0.0,1000.0
AMACRp,0.0,0.016009481726714125
AMANK,0.0,0.01051409322245793
AMCOXO,0.0,1000.0
AMETr,-1000.0,1000.0
AMETt2m,-0.003569503405611974,0.003569503405611974
AMETtd,-1000.0,1000.0
AMETtn,-1000.0,1000.0
AMPDA,0.0,1000.0475758616897
AMPTASECG,0.0,1000.0
AMPTASECGe,0.0,1000.0
AMPtp,-0.014525869446397327,0.014525869446397327
AMPtr,-1000.0,1000.0
AMY1e,0.0,1000.0002125748008
AMY2e,0.0,1000.0002125748008
ANDRSTRNGLCte,0.0,0.040909168874307324
ANDRSTRNGLCtr,-1000.0,1000.0
ANDRSTRNte,-1000.0,1000.0
ANDRSTRNtr,-1000.0,1000.0
ANTHte,-1000.0,1000.0
ANTIPYRENEte,-1000.0,1000.0
AOBUTDsm,0.0,1000.0
AP4AH1,0.0,0.002806953514428468
APAT2rm,-1000.0,1000.0
APNNOXte,-1000.0,1000.0
APOC_LYS_BTNP,0.0,1000.0
APOC_LYS_BTNPm,0.0,1000.0
APOCF,0.0,1000.0
APOCFm,0.0,1000.0
APPNNte,-1000.0,1000.0
APRGSTRNte,-1000.0,1000.0
APRTO2,0.0,0.007008673221485661
AQCOBALt,0.0,1000.0
ARAB_Lt,-1000.0,1000.0
ARABR,0.0,2000.0822796905272
ARACHCOAtcx,0.0,1000.0
ARACHCPT1,-0.02913010450718832,0.02913010450718832
ARACHCPT2,0.0,0.013962256770023046
ARACHCRNt,0.0,0.040408169727696015
ARACHDCOAtcx,0.0,1000.0
ARACHDt2,-1000.0,1000.0
ARACHDtr,-1000.0,1000.0
ARACHFATPc,0.0,2000.0048456267577
ARACHt,-1000.0,1000.0
ARD1_cho,0.0,1000.0
ARGATB0tc,0.0,1000.0
ARGDCm,0.0,1000.0
ARGLYSex,0.0,0.006964241634689225
ARGN,0.0,1000.0
ARGNm,0.0,1000.0
ARGSL,0.0,1000.0
ARGSS,0.0,1000.0
ARGt4,0.0,1000.0
ARGt5r,-1000.0381622174613,1000.0381622174613
ARGtm,-1000.0013143616976,1000.0013143616976
ARS_cho,0.0,0.01061598309889337
ARSA,0.0,0.07666026837581737
ASAH1,0.0,2000.0838973268956
ASCBOX,0.0,1000.0
ASCBt,-1000.0,1000.0
ASCBt4,-1000.0,1000.0
ASCBt5,-1000.027879033765,1000.027879033765
Asn_X_Ser/Thrtr,-1000.0,1000.0
ASNALANaEx,0.0,0.044671497466960225
ASNATB0tc,0.0,1000.0
ASNCYSNaEx,0.0,0.044671497466960225
ASNGLNNaEx,0.0,0.044671497466960225
ASNN,0.0,1000.0
ASNNm,0.0,1000.0
ASNPHELAT2tc,-1000.0,1000.0
ASNS1,0.0,0.038215832477804385
ASNSERNaEx,0.0,0.044671497466960225
ASNt4,0.0,5000.079307186717
ASNTHRNaEx,0.0,1000.044671497467
ASNtm,0.0,1000.0
ASNtN1,-2000.0,2000.0
ASP1DC,0.0,1000.0003348714179
ASPCTr,-0.1544667927263682,0.1544667927263682
ASPDt6,0.0,2000.0294330420088
ASPDTDe,-1000.0,1000.0
ASPDxt,-1000.0,1000.0
ASPGLUm,-0.028046625644736575,0.028046625644736575
ASPNATm,0.0,1000.0
ASPOX,0.0,2000.0
ASPPROASCT1,0.0,1000.0
ASPt6,0.0,2000.0294330420088
ASPTA,-1000.0336362971041,1000.0336362971041
ASPTAm,-1000.0,1000.0
ASPte,-1000.0,1000.0
ATP1ter,-1000.0,1000.0
ATP2ter,-1000.0,1000.0
ATPasel,0.0,0.051719266981934686
ATPH1e,0.0,4000.0005437348073
ATPH2e,0.0,4000.0005437348073
ATPS4m,0.0,0.0023011594101231677
ATPtm,0.0,4000.0727291102826
ATPtn,-1000.0,1000.0
ATPtx,-1000.0,1000.0
AVITE1t,0.0,0.027437557085062864
B_MANNASEly,0.0,2000.0
B3GALT3g,0.0,0.004040498480276252
B3GALT41g,0.0,0.003556829934064247
B3GALT42g,0.0,0.003556829934064247
B3GALT43g,0.0,0.003556829934064247
B3GALT44g,0.0,0.003556829934064247
B3GALT5g,0.0,1000.0
B3GALTg,0.0,1000.0006323300099
B3GNT11g,0.0,0.014425298068131356
B3GNT12g,0.0,0.014425298068131356
B3GNT310g,0.0,1000.0281229278419
B3GNT311g,0.0,0.003556829934064247
B3GNT312g,0.0,1000.0256631288692
B3GNT313g,0.0,0.003556829934064247
B3GNT314g,0.0,2000.00063233001
B3GNT315g,0.0,2000.00063233001
B3GNT34g,0.0,3000.0
B3GNT35g,0.0,1000.0281229278419
B3GNT37g,0.0,0.003556829934064247
B3GNT38g,0.0,1000.0
B3GNT39g,0.0,1000.0
B3GNT51g,0.0,1000.0
CCGTx,0.0,1000.0
CCTTx,0.0,1000.0
DCCGTx,0.0,1000.0
DCCTTx,0.0,1000.0
BACCL,0.0,0.012942486998485221
BACCLm,0.0,0.012942486998485221
BALABETAtc,0.0,0.05029241697283807
BALAPAT1tc,0.0,1000.0
BALAtmr,-1000.0,1000.0
BALAVECSEC,0.0,1000.0
BAMPPALDOX,0.0,1000.0382071353711
BBHOX,0.0,0.00011773710535386616
BCDO,0.0,1000.005939996069
BCRNe,0.0,1000.0
BDG2HCGHD,0.0,1000.0
BDHm,-1000.0057042490424,1000.0057042490424
BDMT,0.0,1000.0
BETALDHx,-0.03320649355952232,0.03320649355952232
BETALDHxm,0.0,0.015642491496788268
BHBt,-1000.0,1000.0
BHBtm,-1000.0,1000.0
BHMT,0.0,2000.0
BILDGLCURt,-1000.0,1000.0
BILDGLCURte,0.0,1000.0409091688744
BILDGLCURtr,-1000.0,1000.0
BILGLCURt,-1000.0,1000.0
BILGLCURte,0.0,1000.0409091688744
BILIRED,0.0,0.021952878873037904
BILIRED2,0.0,0.021952878873037904
BILIRUBt2,-1000.0,1000.0
BILIRUBtr,-1000.0,1000.0
BIOCYTtn,-1000.0,1000.0
BMTer,0.0,0.01588706247779056
BPNT,0.0,0.006393846985965345
BPNT2,0.0,0.006393846985965345
BTND1,0.0,0.003381931666714959
BTND1n,0.0,0.003381931666714959
BTNDe,0.0,0.003381931666714959
BTNDm,0.0,0.003381931666714959
BTNPL,0.0,0.012942486998485221
BTNPLm,0.0,0.012942486998485221
BTNt2,-0.05181387457021334,0.05181387457021334
BTNt2m,-0.05181387457021334,0.05181387457021334
BTNt3,-1000.0,1000.0
BTNt3i,0.0,0.01481968559592396
BTNTe,0.0,1000.0
BTNtn,-1000.0,1000.0
BUP2,0.0,0.007475749745986443
BUTt2m,-0.05181387457021334,0.05181387457021334
BUTt2r,-0.05181387457021334,0.05181387457021334
BZt,-1000.0,1000.0
BZtr,-1000.0,1000.0
C10DCc,-0.02913010450718832,0.02913010450718832
C10DCCACT,-0.040408169727696015,0.040408169727696015
C10DCe,0.0,1000.0
C10OHc,-0.02913010450718832,0.02913010450718832
C12OHc,-0.02913010450718832,0.02913010450718832
C14OHc,-0.02913010450718832,0.02913010450718832
C14STRr,-0.0005509731816292618,0.0005509731816292618
C160CPT1,-0.02913010450718832,0.02913010450718832
C160CPT2,0.0,0.013962256770023046
C160CRNt,0.0,0.040408169727696015
C161CPT1,-0.02913010450718832,0.02913010450718832
C161CPT12,-0.02913010450718832,0.02913010450718832
C161CPT2,0.0,0.013962256770023046
C161CPT22,0.0,0.013962256770023046
C161CRN2t,0.0,0.040408169727696015
C161CRNt,0.0,0.040408169727696015
PMTCOAtxc,0.0,0.004407349918809406
C180CPT1,-0.02913010450718832,0.02913010450718832
C180CPT2,0.0,0.013962256770023046
C180CRNt,0.0,0.040408169727696015
C181CPT1,-0.02913010450718832,0.02913010450718832
C181CPT2,0.0,0.013962256770023046
C181CRNt,0.0,0.040408169727696015
C204CPT1,-0.02913010450718832,0.02913010450718832
C204CPT2,0.0,0.013962256770023046
C204CRNt,0.0,0.040408169727696015
CRVNCOAtx,0.0,1000.0
C226CPT1,-0.02913010450718832,0.02913010450718832
C226CPT2,0.0,0.013962256770023046
C226CRNt,0.0,0.040408169727696015
C2tcx,-0.040408169727696015,0.040408169727696015
C30CPT1,-0.02913010450718832,0.02913010450718832
C3STDH1Pr,0.0,1000.0207188196464
C3STDH1r,0.0,1000.0207188196464
C3STKR2r,0.0,0.004811794589152387
C40CPT1,-0.02913010450718832,0.02913010450718832
C4CRNCPT2,0.0,0.013962256770023046
C4CRNe,0.0,1000.0
C4DCCACT,-0.040408169727696015,0.040408169727696015
C4DCe,0.0,1000.0
C4OHc,-0.02913010450718832,0.02913010450718832
C4STMO1r,0.0,0.10317440387257219
C4STMO2Pr,0.0,0.02071881964635418
C4STMO2r,0.0,0.12389322351892637
C4tmc,0.0,0.040408169727696015
C50CPT1,-0.02913010450718832,0.02913010450718832
C51CPT1,-0.02913010450718832,0.02913010450718832
C6DCc,-0.02913010450718832,0.02913010450718832
C6DCCACT,-0.040408169727696015,0.040408169727696015
C6DCe,0.0,1000.0
C80CPT1,-0.02913010450718832,0.02913010450718832
C81_5ZCPT2m,0.0,0.013962256770023046
C81_5ZCPTx,0.0,0.041253607044154844
C81CRNtm,0.0,0.040408169727696015
C81CRNtx,0.0,1000.0
C8CRNe,0.0,1000.0
C8CRNt,0.0,0.040408169727696015
C8DCc,-0.02913010450718832,0.02913010450718832
C8DCe,0.0,1000.0
C9BRxtc,0.0,0.040408169727696015
CAATPaser,0.0,1000.0
CAATPS,0.0,2000.041256065399
CACNAO,0.0,9.929162159281926e-05
CACNAO2,0.0,9.929162159281926e-05
CAMPt,0.0,1000.1111474826128
CARhPTtc,0.0,1000.0
CARNS1,0.0,1000.0
CAROtr,-1000.0,1000.0
CARPEPT1tc,0.0,1000.0
CARVEOLte,-1000.0,1000.0
CAT,0.0,0.047769061388796795
CAT2p,0.0,0.047769061388796795
CAt7r,-3000.0,3000.0
CATm,0.0,0.047769061388796795
CATp,0.0,0.047769061388796795
CBASPte,-1000.0,1000.0
CBL2OR,0.0,1000.0
CBL2tm,0.0,0.006035701893636009
CBL1tm,0.0,0.006035701893636009
ADOCBLtm,0.0,0.006035701893636009
CBLATm,0.0,0.009988874939896135
CBLTDe,-1000.0,1000.0
CBPPer,0.0,2000.0163289086358
CBPS,0.0,0.1544667927263682
CBPSam,0.0,1000.0
CBPter,-1000.0,1000.0
CBR1,0.0,5000.005717163769
CBR2,0.0,5000.005717163769
CCA_D3t,0.0,1000.0
CCA_D3tm,0.0,1000.0
CDIPTr,-0.02030428588259187,0.02030428588259187
CDPDAGtm,-1000.0,1000.0
CDS,0.0,0.03294952375713283
CDSm,0.0,0.020183997638275632
CEPTC,0.0,0.021877773679737
CEPTE,0.0,1000.0118539776744
CERK,0.0,0.016001963608459735
CERT1gt,-0.010859018792652149,0.010859018792652149
CERT1rt,-0.010859018792652149,0.010859018792652149
CERT2gt,-0.010859018792652149,0.010859018792652149
CERT2rt,-0.010859018792652149,0.010859018792652149
CGLYt3_2_,0.0,1000.0
CGMPt,0.0,1000.1111474826128
CH25H,0.0,1000.0
CHAT,-1000.0,1000.0
CHATn,-1000.0,1000.0
CHLP,0.0,0.006725759127990183
CHLPCTD,0.0,1000.000846992228
CHLtm,-0.04497569682763101,0.04497569682763101
CHOLATEt,-3000.0,3000.0
CHOLATEt2,0.0,4000.004632361722
CHOLATEt3,0.0,1000.0074062046243
CHOLD2m,0.0,1000.0
CHOLESACATc,0.0,2000.0
CHOLESTle,0.0,1000.0
CHOLESTTDe,-1000.0,1000.0
CHOLK,0.0,0.0051017628561627415
CHOLPtg,-1000.0,1000.0
CHOLPtl,-1000.0,1000.0
CHOLt4,-1000.0,1000.0
CHOLtg,-1000.0,1000.0
CHOLtn,-1000.0,1000.0
